seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr12	21338931	21339890	960	*	19.3857	19.3857	1	Intron (ENSMUST00000101551/ENSMUSG00000052593, intron 11 of 19)	12	21354354	21354452	99	1	ENSMUSG00000088997	-14464	115488041	Gm22766	predicted gene, 22766	14464
chr17	36461016	36461959	944	*	19.3864	19.3864	1	Promoter (<=1kb)	17	36458917	36462334	3418	2	ENSMUSG00000048231	375	224753	H2-M10.4	histocompatibility 2, M region locus 10.4	375
chr11	102894478	102895431	954	*	19.3892	19.3892	1	Exon (ENSMUST00000067444/ENSMUSG00000020932, exon 4 of 9)	11	102887336	102900912	13577	2	ENSMUSG00000020932	5481	14580	Gfap	glial fibrillary acidic protein	5481
chr6	8666361	8667370	1010	*	19.39	19.39	1	3' UTR	6	8595743	8596989	1247	2	ENSMUSG00000107724	-69372	NA	NA	NA	69372
chr12	111550567	111551700	1134	*	19.3918	19.3918	1	Distal Intergenic	12	111558778	111559010	233	2	ENSMUSG00000113462	7310	NA	NA	NA	7310
chr14	52106042	52107587	1546	*	19.3936	19.3936	1	Distal Intergenic	14	52073377	52104028	30652	2	ENSMUSG00000060373	-2014	15381	Hnrnpc	heterogeneous nuclear ribonucleoprotein C	2014
chr4	116093789	116094616	828	*	19.3941	19.3941	1	Exon (ENSMUST00000139147/ENSMUSG00000028702, exon 4 of 4)	4	116075269	116097043	21775	1	ENSMUSG00000028703	18520	230654	Lrrc41	leucine rich repeat containing 41	18520
chr1	166631187	166632166	980	*	19.3959	19.3959	1	Intron (ENSMUST00000046662/ENSMUSG00000051081, intron 8 of 8)	1	166620362	166620482	121	1	ENSMUSG00000096172	10825	NA	NA	NA	10825
chr6	135417278	135418089	812	*	19.3963	19.3963	1	Distal Intergenic	6	135362545	135383173	20629	1	ENSMUSG00000030208	54733	13730	Emp1	epithelial membrane protein 1	54733
chr2	26419570	26420461	892	*	19.3977	19.3977	1	Exon (ENSMUST00000156442/ENSMUSG00000026924, exon 15 of 23)	2	26396249	26409203	12955	2	ENSMUSG00000026925	-10367	64436	Inpp5e	inositol polyphosphate-5-phosphatase E	10367
chr16	14207856	14208931	1076	*	19.398	19.398	1	Exon (ENSMUST00000090287/ENSMUSG00000018830, exon 29 of 41)	16	14109173	14163351	54179	2	ENSMUSG00000060657	-44505	223989	Marf1	meiosis regulator and mRNA stability 1	44505
chr18	32620063	32620914	852	*	19.3986	19.3986	1	Promoter (1-2kb)	18	32621920	32622056	137	2	ENSMUSG00000087715	1142	115486058	Gm25826	predicted gene, 25826	1142
chr3	21434945	21435954	1010	*	19.4022	19.4022	1	Distal Intergenic	3	21268372	21269090	719	2	ENSMUSG00000101897	-165855	NA	NA	NA	165855
chr17	12212073	12213034	962	*	19.4042	19.4042	1	Intron (ENSMUST00000024594/ENSMUSG00000023827, intron 5 of 8)	17	12189921	12190456	536	1	ENSMUSG00000063911	22152	21669	Tdgf1-ps2	teratocarcinoma-derived growth factor, pseudogene 2	22152
chr13	47064754	47066087	1334	*	19.4052	19.4052	1	Intron (ENSMUST00000037025/ENSMUSG00000038080, intron 11 of 20)	13	47022482	47044737	22256	2	ENSMUSG00000021376	-20017	22017	Tpmt	thiopurine methyltransferase	20017
chr6	5401221	5402174	954	*	19.4104	19.4104	1	3' UTR	6	5383386	5433022	49637	1	ENSMUSG00000042607	17835	65255	Asb4	ankyrin repeat and SOCS box-containing 4	17835
chr1	181148090	181148991	902	*	19.4116	19.4116	1	Intron (ENSMUST00000193907/ENSMUSG00000062169, intron 1 of 3)	1	181144693	181168994	24302	1	ENSMUSG00000062169	3397	98417	Cnih4	cornichon family AMPA receptor auxiliary protein 4	3397
chr14	30105485	30106486	1002	*	19.4117	19.4117	1	3' UTR	14	30094762	30101557	6796	1	ENSMUSG00000118437	10723	NA	NA	NA	10723
chr17	63007552	63008451	900	*	19.4134	19.4134	1	Distal Intergenic	17	63096890	63097000	111	2	ENSMUSG00000089586	88549	NA	NA	NA	88549
chr12	71086155	71087068	914	*	19.4136	19.4137	1	Exon (ENSMUST00000046305/ENSMUSG00000048118, exon 22 of 24)	12	71111428	71123221	11794	1	ENSMUSG00000021078	-24360	75266	Tomm20l	translocase of outer mitochondrial membrane 20-like	24360
chr16	35826278	35827337	1060	*	19.4158	19.4158	1	3' UTR	16	35832030	35832261	232	2	ENSMUSG00000116549	4924	NA	NA	NA	4924
chr9	109984561	109985570	1010	*	19.4162	19.4162	1	Intron (ENSMUST00000035055/ENSMUSG00000032479, intron 2 of 18)	9	109988967	109991834	2868	2	ENSMUSG00000105856	6264	NA	NA	NA	6264
chr1	151712256	151713235	980	*	19.4165	19.4165	1	Intron (ENSMUST00000148810/ENSMUSG00000026483, intron 12 of 13)	1	151748949	151755018	6070	2	ENSMUSG00000100594	41783	102640772	2810414N06Rik	RIKEN cDNA 2810414N06 gene	41783
chr16	18907377	18908610	1234	*	19.4175	19.4175	1	Intron (ENSMUST00000190050/ENSMUSG00000099908, intron 6 of 23)	16	18937401	18937689	289	1	ENSMUSG00000082130	-28791	NA	NA	NA	28791
chr18	58272207	58273172	966	*	19.423	19.423	1	Distal Intergenic	18	58231472	58231575	104	2	ENSMUSG00000089095	-40632	NA	NA	NA	40632
chr1	151887772	151888753	982	*	19.4257	19.4257	1	3' UTR	1	151875419	151887063	11645	1	ENSMUSG00000100685	12353	NA	NA	NA	12353
chr11	120640041	120641012	972	*	19.4274	19.4274	1	3' UTR	11	120635712	120643769	8058	2	ENSMUSG00000025140	2757	209027	Pycr1	pyrroline-5-carboxylate reductase 1	2757
chr6	140397529	140398538	1010	*	19.4276	19.4276	1	Distal Intergenic	6	140420171	140420655	485	1	ENSMUSG00000107891	-21633	269810	Gm5051	predicted gene 5051	21633
chr7	3650104	3651231	1128	*	19.4305	19.4305	1	5' UTR	7	3655962	3656047	86	1	ENSMUSG00000093290	-4731	100628594	Mir3572	microRNA 3572	4731
chr19	17550773	17551764	992	*	19.4307	19.4307	1	Intron (ENSMUST00000025618/ENSMUSG00000024713, intron 20 of 37)	19	17692763	17692900	138	1	ENSMUSG00000118270	-140999	NA	NA	NA	140999
chr1	71892211	71893688	1478	*	19.4315	19.4315	1	Distal Intergenic	1	71888112	71891204	3093	1	ENSMUSG00000099707	4099	667931	Gm8883	predicted gene 8883	4099
chr13	58436156	58436997	842	*	19.4334	19.4334	1	Distal Intergenic	13	58443021	58444580	1560	1	ENSMUSG00000114654	-6024	NA	NA	NA	6024
chr12	80769335	80770136	802	*	19.4343	19.4343	1	Distal Intergenic	12	80754043	80760687	6645	2	ENSMUSG00000062961	-8648	380768	Ccdc177	coiled-coil domain containing 177	8648
chr2	132866111	132868521	2411	*	19.1193	19.4361	1	3' UTR	2	132868305	132880891	12587	2	ENSMUSG00000043110	12370	320974	Lrrn4	leucine rich repeat neuronal 4	12370
chr10	83635222	83635887	666	*	19.4366	19.4366	1	Intron (ENSMUST00000020500/ENSMUSG00000020263, intron 2 of 20)	10	83600033	83648738	48706	2	ENSMUSG00000020263	12851	216190	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	12851
chr5	98078112	98079089	978	*	19.4379	19.4379	1	Distal Intergenic	5	98075303	98075918	616	2	ENSMUSG00000105441	-2194	666315	Gm8041	predicted gene 8041	2194
chr6	143000450	143001679	1230	*	19.4395	19.4395	1	Distal Intergenic	6	142989610	142989996	387	1	ENSMUSG00000107839	10840	NA	NA	NA	10840
chr3	79318579	79319686	1108	*	19.44	19.44	1	Distal Intergenic	3	79336661	79464129	127469	1	ENSMUSG00000091685	-16975	100233207	Gm17359	predicted gene, 17359	16975
chr17	36679298	36680429	1132	*	19.4418	19.4418	1	Distal Intergenic	17	36670008	36672219	2212	2	ENSMUSG00000037334	-7079	224756	H2-M1	histocompatibility 2, M region locus 1	7079
chr17	47795331	47796264	934	*	19.442	19.442	1	Distal Intergenic	17	47815328	47834691	19364	2	ENSMUSG00000032717	38427	17240	Mdfi	MyoD family inhibitor	38427
chr6	65927446	65928375	930	*	19.4422	19.4422	1	3' UTR	6	65952609	65954014	1406	1	ENSMUSG00000036463	-24234	67653	4930544G11Rik	RIKEN cDNA 4930544G11 gene	24234
chr15	81940924	81942063	1140	*	19.4426	19.4426	1	Intron (ENSMUST00000038757/ENSMUSG00000042109, intron 1 of 3)	15	81936759	81950941	14183	1	ENSMUSG00000042109	4165	105859	Csdc2	cold shock domain containing C2, RNA binding	4165
chr3	157706761	157707658	898	*	19.4455	19.4455	1	Distal Intergenic	3	157720404	157726408	6005	2	ENSMUSG00000106632	18750	NA	NA	NA	18750
chr13	94591847	94592766	920	*	19.4461	19.4461	1	Distal Intergenic	13	94619280	94619927	648	1	ENSMUSG00000103438	-26514	NA	NA	NA	26514
chr11	3298441	3299378	938	*	19.4463	19.4463	1	5' UTR	11	3288874	3309083	20210	1	ENSMUSG00000020453	9567	56218	Patz1	POZ (BTB) and AT hook containing zinc finger 1	9567
chr11	84878686	84879609	924	*	19.4463	19.4463	1	Promoter (<=1kb)	11	84880148	84911226	31079	1	ENSMUSG00000020527	-539	66196	Myo19	myosin XIX	539
chr12	28717378	28718311	934	*	19.4466	19.4466	1	Intron (ENSMUST00000168129/ENSMUSG00000020628, intron 5 of 11)	12	28690628	28750472	59845	2	ENSMUSG00000020628	32161	217449	Trappc12	trafficking protein particle complex 12	32161
chr19	3403272	3404277	1006	*	19.4497	19.4497	1	Exon (ENSMUST00000025840/ENSMUSG00000024905, exon 7 of 9)	19	3409915	3414544	4630	2	ENSMUSG00000024907	10267	14419	Gal	galanin and GMAP prepropeptide	10267
chr6	64683781	64684558	778	*	19.4499	19.4499	1	Intron (ENSMUST00000210324/ENSMUSG00000071424, intron 1 of 1)	6	64729125	64731245	2121	1	ENSMUSG00000073043	-44567	11921	Atoh1	atonal bHLH transcription factor 1	44567
chr3	82344722	82345793	1072	*	19.4517	19.4517	1	Distal Intergenic	3	82358044	82395268	37225	1	ENSMUSG00000033900	-12251	213582	Map9	microtubule-associated protein 9	12251
chr10	45051469	45052376	908	*	19.4535	19.4535	1	Distal Intergenic	10	45067203	45167198	99996	1	ENSMUSG00000019849	-14827	19072	Prep	prolyl endopeptidase	14827
chr4	135424465	135425404	940	*	19.4542	19.4542	1	Exon (ENSMUST00000132654/ENSMUSG00000059713, exon 1 of 4)	4	135430126	135430841	716	2	ENSMUSG00000087016	5437	NA	NA	NA	5437
chr12	102785942	102786975	1034	*	19.4548	19.4548	1	Intron (ENSMUST00000223554/ENSMUSG00000041702, intron 11 of 11)	12	102764323	102764712	390	2	ENSMUSG00000114106	-21230	NA	NA	NA	21230
chr4	4782760	4783945	1186	*	19.4553	19.4553	1	Intron (ENSMUST00000084949/ENSMUSG00000066324, intron 1 of 4)	4	4762484	4793355	30872	2	ENSMUSG00000066324	9410	242291	Bpnt2	3'(2'), 5'-bisphosphate nucleotidase 2	9410
chr14	24280974	24281837	864	*	19.4554	19.4554	1	Promoter (<=1kb)	14	24280377	24282531	2155	2	ENSMUSG00000118622	694	NA	NA	NA	694
chr9	101288577	101289794	1218	*	19.4554	19.4554	1	Distal Intergenic	9	101281368	101281773	406	2	ENSMUSG00000101001	-6804	NA	NA	NA	6804
chr10	62717609	62718546	938	*	19.4565	19.4565	1	Intron (ENSMUST00000148720/ENSMUSG00000036923, intron 1 of 3)	10	62659043	62726128	67086	2	ENSMUSG00000036923	7582	216021	Stox1	storkhead box 1	7582
chr11	5035205	5035976	772	*	19.4569	19.4569	1	Intron (ENSMUST00000109897/ENSMUSG00000009090, intron 15 of 20)	11	5038204	5038307	104	1	ENSMUSG00000104880	-2228	NA	NA	NA	2228
chr2	16303095	16304154	1060	*	19.4573	19.4573	1	Distal Intergenic	2	16356304	16755839	399536	1	ENSMUSG00000026748	-52150	67448	Plxdc2	plexin domain containing 2	52150
chr1	167291274	167292323	1050	*	19.0174	19.4584	1	Promoter (1-2kb)	1	167290125	167290225	101	1	ENSMUSG00000098379	1149	102465177	Mir6347	microRNA 6347	1149
chr12	44201876	44202977	1102	*	19.461	19.461	1	Promoter (<=1kb)	12	44202405	44203171	767	2	ENSMUSG00000111920	194	664854	Gm7370	ribosomal protein S2 pseudogene	194
chr2	121374204	121375173	970	*	19.463	19.463	1	Exon (ENSMUST00000038389/ENSMUSG00000033498, exon 8 of 29)	2	121363728	121387168	23441	2	ENSMUSG00000033498	11995	140476	Strc	stereocilin	11995
chr2	150724407	150725322	916	*	19.4637	19.4637	1	Promoter (<=1kb)	2	150723984	150724621	638	2	ENSMUSG00000100630	0	NA	NA	NA	0
chr1	157078858	157079805	948	*	19.4646	19.4646	1	Distal Intergenic	1	156972760	157054034	81275	2	ENSMUSG00000101768	-24824	NA	NA	NA	24824
chr12	17454984	17456247	1264	*	19.4649	19.4649	1	Distal Intergenic	12	17436618	17446443	9826	1	ENSMUSG00000113246	18366	NA	NA	NA	18366
chr10	104952214	104953209	996	*	19.4653	19.4653	1	Distal Intergenic	10	104874212	104874484	273	2	ENSMUSG00000112044	-77730	NA	NA	NA	77730
chr2	3325101	3326106	1006	*	19.4676	19.4676	1	3' UTR	2	3328949	3332643	3695	2	ENSMUSG00000049950	6537	227522	Rpp38	ribonuclease P/MRP 38 subunit	6537
chr14	45780403	45781554	1152	*	19.4683	19.4683	1	Intron (ENSMUST00000131006/ENSMUSG00000085866, intron 1 of 3)	14	45754689	45993170	238482	1	ENSMUSG00000085866	25714	NA	NA	NA	25714
chr3	86163512	86164703	1192	*	19.469	19.469	1	Distal Intergenic	3	86144937	86145369	433	2	ENSMUSG00000102218	-18143	NA	NA	NA	18143
chr1	175888338	175889689	1352	*	19.4698	19.4698	1	Exon (ENSMUST00000039725/ENSMUSG00000039748, exon 6 of 15)	1	175880581	175913489	32909	1	ENSMUSG00000039748	7757	26909	Exo1	exonuclease 1	7757
chr14	122222138	122223037	900	*	19.4706	19.4706	1	Intron (ENSMUST00000026625/ENSMUSG00000025545, intron 1 of 7)	14	122229905	122233654	3750	2	ENSMUSG00000100585	10617	68245	1700108J01Rik	RIKEN cDNA 1700108J01 gene	10617
chr2	26988434	26989419	986	*	19.4728	19.4728	1	Exon (ENSMUST00000014996/ENSMUSG00000014852, exon 16 of 24)	2	26973416	27009628	36213	1	ENSMUSG00000014852	15018	279028	Adamts13	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 13	15018
chr17	28995458	28996365	908	*	19.4714	19.473	1	Intron (ENSMUST00000009138/ENSMUSG00000024006, intron 2 of 13)	17	28989977	28990148	172	2	ENSMUSG00000084632	-5310	115488854	Gm23887	predicted gene, 23887	5310
chr2	92007836	92009015	1180	*	19.4743	19.4743	1	Intron (ENSMUST00000028663/ENSMUSG00000027230, intron 1 of 11)	2	91982328	92024502	42175	2	ENSMUSG00000027230	15487	26427	Creb3l1	cAMP responsive element binding protein 3-like 1	15487
chr8	25726178	25726987	810	*	19.476	19.476	1	3' UTR	8	25720037	25724887	4851	1	ENSMUSG00000031570	6141	71910	Plpp5	phospholipid phosphatase 5	6141
chr7	84759812	84761043	1232	*	19.4778	19.4778	1	Intron (ENSMUST00000129059/ENSMUSG00000085236, intron 2 of 4)	7	84801034	84803163	2130	1	ENSMUSG00000092429	-39991	NA	NA	NA	39991
chr19	36368264	36369441	1178	*	19.4785	19.4785	1	Intron (ENSMUST00000225920/ENSMUSG00000024805, intron 1 of 8)	19	36361343	36361811	469	1	ENSMUSG00000114285	6921	NA	NA	NA	6921
chr16	72742384	72743329	946	*	19.483	19.483	1	Exon (ENSMUST00000231580/ENSMUSG00000022883, exon 2 of 2)	16	73072338	73423667	351330	1	ENSMUSG00000116976	-329009	74991	4930500H12Rik	RIKEN cDNA 4930500H12 gene	329009
chr11	102260607	102261426	820	*	19.4842	19.4842	1	Exon (ENSMUST00000100392/ENSMUSG00000034773, exon 8 of 10)	11	102268743	102279462	10720	1	ENSMUSG00000034768	-7317	217217	Asb16	ankyrin repeat and SOCS box-containing 16	7317
chr8	20995950	20996919	970	*	19.4842	19.4842	1	Distal Intergenic	8	21025545	21026516	972	1	ENSMUSG00000074447	-28626	66298	Defa21	defensin, alpha, 21	28626
chr12	87445096	87446039	944	*	19.4867	19.4867	1	Promoter (1-2kb)	12	87425840	87444017	18178	2	ENSMUSG00000079036	-1079	211064	Alkbh1	alkB homolog 1, histone H2A dioxygenase	1079
chr7	89384044	89385599	1556	*	19.294	19.4876	1	Intron (ENSMUST00000124477/ENSMUSG00000039428, intron 1 of 8)	7	89388344	89391323	2980	2	ENSMUSG00000109199	5724	NA	NA	NA	5724
chr3	157715344	157716393	1050	*	19.4901	19.4903	1	Distal Intergenic	3	157720404	157726408	6005	2	ENSMUSG00000106632	10015	NA	NA	NA	10015
chr13	53140321	53141526	1206	*	19.4906	19.4906	1	Intron (ENSMUST00000130235/ENSMUSG00000021464, intron 2 of 8)	13	53028918	53035090	6173	1	ENSMUSG00000112952	111403	NA	NA	NA	111403
chr7	65395355	65396236	882	*	19.4911	19.4911	1	Intron (ENSMUST00000206228/ENSMUSG00000030516, intron 2 of 4)	7	65401847	65402165	319	1	ENSMUSG00000108541	-5611	NA	NA	NA	5611
chrX	91314244	91315179	936	*	19.4914	19.4914	1	Distal Intergenic	20	91331690	91333360	1671	1	ENSMUSG00000073069	-16511	17146	Mageb2	MAGE family member B2	16511
chr11	6538146	6539145	1000	*	19.4923	19.4923	1	Distal Intergenic	11	6546147	6546235	89	2	ENSMUSG00000088688	7090	115485828	Gm24000	predicted gene, 24000	7090
chr1	133365866	133366939	1074	*	19.4934	19.4934	1	Intron (ENSMUST00000135222/ENSMUSG00000070644, intron 2 of 7)	1	133363572	133380336	16765	1	ENSMUSG00000070644	2294	214253	Etnk2	ethanolamine kinase 2	2294
chr17	21494548	21495501	954	*	19.4821	19.4959	1	Intron (ENSMUST00000233158/ENSMUSG00000057409, intron 2 of 4)	17	21488998	21510473	21476	1	ENSMUSG00000057409	5550	24132	Zfp53	zinc finger protein 53	5550
chr11	3475985	3476880	896	*	19.4964	19.4964	1	Promoter (1-2kb)	11	3474285	3474401	117	2	ENSMUSG00000088519	-1584	NA	NA	NA	1584
chr6	7887659	7888732	1074	*	19.4965	19.4965	1	Distal Intergenic	6	7879563	7879691	129	1	ENSMUSG00000084418	8096	NA	NA	NA	8096
chr5	96956721	96957758	1038	*	19.4968	19.4968	1	Distal Intergenic	5	96940297	96940781	485	1	ENSMUSG00000105257	16424	NA	NA	NA	16424
chr5	64065280	64066267	988	*	19.497	19.497	1	Distal Intergenic	5	64044978	64050228	5251	1	ENSMUSG00000106219	20302	74757	5830416I19Rik	RIKEN cDNA 5830416I19 gene	20302
chr3	142771857	142772846	990	*	19.4999	19.4999	1	Promoter (<=1kb)	3	142772972	142773076	105	2	ENSMUSG00000065130	230	115489766	Gm24457	predicted gene, 24457	230
chr15	102330339	102331498	1160	*	19.5018	19.5018	1	Promoter (<=1kb)	15	102331709	102338139	6431	1	ENSMUSG00000001285	-211	60315	Myg1	melanocyte proliferating gene 1	211
chr3	20014209	20015058	850	*	19.5024	19.5024	1	Exon (ENSMUST00000124808/ENSMUSG00000027615, exon 9 of 9)	3	19995945	20035315	39371	2	ENSMUSG00000027615	20257	12807	Hps3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	20257
chr3	4336025	4336910	886	*	19.5026	19.5026	1	Distal Intergenic	3	4338998	4339116	119	1	ENSMUSG00000094830	-2088	NA	NA	NA	2088
chr5	130161686	130162881	1196	*	19.5064	19.5064	1	Distal Intergenic	5	130171798	130214342	42545	1	ENSMUSG00000025340	-8917	56715	Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1	8917
chr13	113776820	113777871	1052	*	19.5065	19.5065	1	Distal Intergenic	13	113764615	113764921	307	1	ENSMUSG00000114781	12205	NA	NA	NA	12205
chr8	87881235	87882082	848	*	19.5074	19.5074	1	Intron (ENSMUST00000109655/ENSMUSG00000045333, intron 2 of 7)	8	87661810	87959595	297786	2	ENSMUSG00000045333	77513	94187	Zfp423	zinc finger protein 423	77513
chr19	60850183	60851184	1002	*	19.509	19.509	1	3' UTR	19	60837277	60861479	24203	2	ENSMUSG00000063698	10295	94281	Sfxn4	sideroflexin 4	10295
chr2	153533777	153534524	748	*	19.5093	19.5093	1	Distal Intergenic	2	153407462	153529971	122510	2	ENSMUSG00000061411	-3806	329540	Nol4l	nucleolar protein 4-like	3806
chr7	107611171	107612280	1110	*	19.51	19.51	1	Intron (ENSMUST00000207852/ENSMUSG00000036528, intron 1 of 2)	7	107623971	107625161	1191	2	ENSMUSG00000049740	12881	NA	NA	NA	12881
chr9	22235110	22235967	858	*	19.5133	19.5133	1	Exon (ENSMUST00000215902/ENSMUSG00000057982, exon 2 of 3)	9	22228978	22231302	2325	1	ENSMUSG00000111424	6132	NA	NA	NA	6132
chr18	35776429	35777714	1286	*	19.5153	19.5153	1	Intron (ENSMUST00000170693/ENSMUSG00000091896, intron 1 of 6)	18	35771558	35809494	37937	1	ENSMUSG00000091896	4871	56550	Ube2d2a	ubiquitin-conjugating enzyme E2D 2A	4871
chr1	16214763	16215576	814	*	19.5156	19.5156	1	Distal Intergenic	1	16208197	16210517	2321	2	ENSMUSG00000104165	-4246	NA	NA	NA	4246
chr7	130965710	130966719	1010	*	19.5161	19.5161	1	Intron (ENSMUST00000150717/ENSMUSG00000006205, intron 3 of 3)	7	130936111	130985660	49550	1	ENSMUSG00000006205	29599	56213	Htra1	HtrA serine peptidase 1	29599
chr15	98631085	98632076	992	*	19.5188	19.5188	1	Promoter (<=1kb)	15	98630840	98644529	13690	1	ENSMUSG00000003352	245	12297	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	245
chr14	63143246	63144219	974	*	19.5189	19.5189	1	3' UTR	14	63122462	63145923	23462	1	ENSMUSG00000021939	20784	13030	Ctsb	cathepsin B	20784
chr11	107789018	107790073	1056	*	19.5197	19.5197	1	Intron (ENSMUST00000021066/ENSMUSG00000020723, intron 1 of 3)	11	107793866	107795982	2117	1	ENSMUSG00000087184	-3793	108167931	Gm11650	predicted gene 11650	3793
chr4	59658872	59659813	942	*	19.521	19.521	1	Intron (ENSMUST00000070150/ENSMUSG00000045071, intron 1 of 3)	4	59626211	59761439	135229	1	ENSMUSG00000045071	32661	230259	E130308A19Rik	RIKEN cDNA E130308A19 gene	32661
chr1	155464024	155464959	936	*	19.5214	19.5214	1	Distal Intergenic	1	155275701	155417415	141715	2	ENSMUSG00000026469	-46609	19775	Xpr1	xenotropic and polytropic retrovirus receptor 1	46609
chr3	135315371	135316382	1012	*	19.5216	19.5216	1	Exon (ENSMUST00000126034/ENSMUSG00000037994, exon 2 of 7)	3	135307700	135345387	37688	1	ENSMUSG00000037994	7671	97086	Slc9b2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	7671
chr1	55002466	55003515	1050	*	19.5244	19.5244	1	Exon (ENSMUST00000027127/ENSMUSG00000025982, exon 10 of 25)	1	54985169	55027481	42313	2	ENSMUSG00000025982	23966	81898	Sf3b1	splicing factor 3b, subunit 1	23966
chr3	8995208	8996527	1320	*	19.5246	19.5246	1	Intron (ENSMUST00000120143/ENSMUSG00000027506, intron 1 of 5)	3	8925593	9004723	79131	2	ENSMUSG00000027506	8196	21985	Tpd52	tumor protein D52	8196
chr13	80874623	80875524	902	*	19.5267	19.5267	1	Distal Intergenic	13	80883384	80896042	12659	1	ENSMUSG00000074794	-7860	105171	Arrdc3	arrestin domain containing 3	7860
chr11	29622973	29624268	1296	*	19.5282	19.5283	1	Exon (ENSMUST00000125194/ENSMUSG00000084850, exon 2 of 3)	11	29601784	29602613	830	2	ENSMUSG00000085893	-20360	666403	Gm12091	ribosomal protein S2 pseudogene	20360
chr2	57205190	57206043	854	*	19.5345	19.5345	1	Distal Intergenic	2	57214054	57214242	189	2	ENSMUSG00000080812	8199	108292	Atp5k-ps4	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E, pseudogene 4	8199
chr1	86517406	86518593	1188	*	19.5373	19.5373	1	Distal Intergenic	1	86526726	86530712	3987	1	ENSMUSG00000026238	-8133	19231	Ptma	prothymosin alpha	8133
chr12	76754326	76755309	984	*	19.5377	19.5378	1	Distal Intergenic	12	76765538	76783180	17643	1	ENSMUSG00000090258	-10229	211151	Churc1	churchill domain containing 1	10229
chr3	34426780	34428099	1320	*	19.541	19.541	1	Exon (ENSMUST00000174440/ENSMUSG00000092242, exon 2 of 2)	3	34427373	34435097	7725	2	ENSMUSG00000092242	6998	NA	NA	NA	6998
chr11	50345869	50346818	950	*	19.5414	19.5414	1	Promoter (<=1kb)	11	50347628	50347889	262	1	ENSMUSG00000082545	-810	NA	NA	NA	810
chr2	126833920	126834773	854	*	19.5427	19.5427	1	Exon (ENSMUST00000152615/ENSMUSG00000027365, exon 1 of 2)	2	126864503	126865328	826	1	ENSMUSG00000081894	-29730	NA	NA	NA	29730
chrX	20948244	20949351	1108	*	19.5434	19.5434	1	Promoter (1-2kb)	20	20933395	20950608	17214	2	ENSMUSG00000009406	1257	13712	Elk1	ELK1, member of ETS oncogene family	1257
chr12	100502278	100503339	1062	*	19.5437	19.5437	1	Intron (ENSMUST00000062957/ENSMUSG00000033530, intron 1 of 19)	12	100300770	100520826	220057	2	ENSMUSG00000033530	17487	104718	Ttc7b	tetratricopeptide repeat domain 7B	17487
chr11	8701532	8702361	830	*	19.5439	19.5439	1	Distal Intergenic	11	8431652	8664681	233030	2	ENSMUSG00000020422	-36851	319939	Tns3	tensin 3	36851
chr1	133353242	133354323	1082	*	19.5441	19.5441	1	5' UTR	1	133350510	133360325	9816	1	ENSMUSG00000070645	2732	19701	Ren1	renin 1 structural	2732
chr11	80160424	80161237	814	*	19.5478	19.5478	1	Intron (ENSMUST00000021050/ENSMUSG00000020709, intron 4 of 10)	11	80154105	80178958	24854	1	ENSMUSG00000020709	6319	216991	Adap2	ArfGAP with dual PH domains 2	6319
chr11	77165775	77166766	992	*	19.5489	19.5489	1	Intron (ENSMUST00000108400/ENSMUSG00000050944, intron 2 of 17)	11	77149628	77150525	898	1	ENSMUSG00000102038	16147	NA	NA	NA	16147
chr1	20791251	20792328	1078	*	19.5521	19.5521	1	Promoter (<=1kb)	1	20777146	20790617	13472	2	ENSMUSG00000041872	-634	257630	Il17f	interleukin 17F	634
chrX	7911111	7912026	916	*	19.5538	19.5538	1	Promoter (1-2kb)	20	7909542	7909927	386	1	ENSMUSG00000073290	1569	NA	NA	NA	1569
chr3	5141928	5143315	1388	*	19.5544	19.5544	1	Distal Intergenic	3	5090276	5094776	4501	1	ENSMUSG00000096922	51652	100503882	Gm17308	predicted gene, 17308	51652
chr3	156870570	156872031	1462	*	19.5558	19.5558	1	Intron (ENSMUST00000074015/ENSMUSG00000040037, intron 2 of 6)	3	156903863	156920780	16918	2	ENSMUSG00000086708	48749	NA	NA	NA	48749
chr12	54687033	54687888	856	*	19.5237	19.5569	1	Intron (ENSMUST00000161592/ENSMUSG00000054302, intron 3 of 5)	12	54679311	54679809	499	2	ENSMUSG00000113392	-7224	NA	NA	NA	7224
chr11	100732780	100733703	924	*	19.557	19.557	1	Intron (ENSMUST00000107364/ENSMUSG00000019173, intron 1 of 5)	11	100715009	100738215	23207	2	ENSMUSG00000019173	4512	19345	Rab5c	RAB5C, member RAS oncogene family	4512
chr8	22612701	22613620	920	*	19.5581	19.5581	1	Distal Intergenic	8	22624043	22627547	3505	1	ENSMUSG00000031535	-10423	234130	Dkk4	dickkopf WNT signaling pathway inhibitor 4	10423
