seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr1	183728062	183728991	930	*	23.122	23.122	0	not	1	Intron (ENST00000304685/ENSG00000143344, intron 2 of 18)	1	183723553	183724072	520	2	ENSG00000227554	-3990	NA	NA	NA	3990
chr9	35035917	35036908	992	*	23.1308	23.1308	1	overlapTSS	1	Distal Intergenic	9	35041092	35045988	4897	1	ENSG00000174038	-4184	138724	C9orf131	chromosome 9 open reading frame 131	4184
chr16	87494784	87495783	1000	*	23.1335	23.1335	0	not	1	Intron (ENST00000268616/ENSG00000140948, intron 1 of 12)	16	87439852	87525651	85800	2	ENSG00000140948	29868	23174	ZCCHC14	zinc finger CCHC-type containing 14	29868
chr4	57739930	57741067	1138	*	23.1335	23.1335	0	not	1	Distal Intergenic	4	57774075	57802010	27936	1	ENSG00000084093	-33008	5978	REST	RE1 silencing transcription factor	33008
chr4	84128715	84129646	932	*	23.1339	23.1339	0	not	1	Distal Intergenic	4	84158456	84158597	142	1	ENSG00000250677	-28810	NA	NA	NA	28810
chr9	5041210	5042051	842	*	23.1377	23.1377	0	not	1	Promoter (<=1kb)	9	5040945	5041940	996	1	ENSG00000234534	265	NA	NA	NA	265
chr19	14623659	14624530	872	*	23.1395	23.1395	2	overlapTSS	1	Downstream (1-2kb)	19	14627897	14676792	48896	1	ENSG00000099797	-3367	9524	TECR	trans-2,3-enoyl-CoA reductase	3367
chr10	72164517	72165812	1296	*	23.1098	23.1418	1	overlapTSS	1	Promoter (<=1kb)	10	72164135	72188374	24240	1	ENSG00000148730	382	1979	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	382
chr11	126303323	126304436	1114	*	23.1435	23.1435	0	not	1	Intron (ENST00000524834/ENSG00000110080, intron 6 of 6)	11	126225535	126310239	84705	1	ENSG00000110080	77788	6484	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	77788
chr7	149474102	149474955	854	*	23.144	23.144	0	not	1	Promoter (<=1kb)	7	149473131	149531068	57938	1	ENSG00000197558	971	23145	SSPO	SCO-spondin	971
chr11	126295754	126296617	864	*	23.1447	23.1447	0	not	1	Intron (ENST00000524834/ENSG00000110080, intron 6 of 6)	11	126225535	126310239	84705	1	ENSG00000110080	70219	6484	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	70219
chr6	28219851	28220546	696	*	23.1464	23.1464	0	not	1	5' UTR	6	28212401	28227011	14611	2	ENSG00000187626	6465	387032	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	6465
chr1	45074963	45075944	982	*	23.1501	23.1501	0	not	1	Intron (ENST00000355387/ENSG00000187147, intron 2 of 14)	1	45011165	45011224	60	1	ENSG00000263381	63798	100847089	MIR5584	microRNA 5584	63798
chr6	1641412	1642159	748	*	23.1549	23.1549	0	not	1	Intron (ENST00000530927/ENSG00000112699, intron 9 of 10)	6	1610681	1614127	3447	1	ENSG00000054598	30731	2296	FOXC1	forkhead box C1	30731
chr5	140874590	140875517	928	*	23.1565	23.1565	0	not	1	Intron (ENST00000517417/ENSG00000204956, intron 2 of 3)	5	140868808	140892546	23739	1	ENSG00000240764	5782	56097	PCDHGC5	protocadherin gamma subfamily C, 5	5782
chr6	138985617	138986516	900	*	23.1578	23.1578	0	not	1	Intron (ENST00000491526/ENSG00000135540, intron 1 of 3)	6	138971363	138972110	748	2	ENSG00000216802	-13507	NA	NA	NA	13507
chr16	53118906	53119657	752	*	23.1592	23.1592	0	not	1	Intron (ENST00000447540/ENSG00000177200, intron 1 of 38)	16	53088945	53363062	274118	1	ENSG00000177200	29961	80205	CHD9	chromodomain helicase DNA binding protein 9	29961
chr3	49910806	49911533	728	*	23.1594	23.1594	0	not	1	Exon (ENST00000423971/ENSG00000234667, exon 1 of 1)	3	49895421	49907655	12235	2	ENSG00000164076	-3151	79012	CAMKV	CaM kinase like vesicle associated	3151
chrX	7050068	7051049	982	*	23.1608	23.1608	0	not	1	Intron (ENST00000381077/ENSG00000130021, intron 1 of 3)	23	7065901	7065978	78	1	ENSG00000264268	-14852	100616467	MIR4767	microRNA 4767	14852
chr3	23979981	23980850	870	*	23.1682	23.1682	0	not	1	Intron (ENST00000421515/ENSG00000197885, intron 1 of 4)	3	23986751	24022109	35359	1	ENSG00000174738	-5901	9975	NR1D2	nuclear receptor subfamily 1 group D member 2	5901
chr13	77553765	77554786	1022	*	23.1722	23.1722	0	not	1	Promoter (1-2kb)	13	77555310	77556051	742	2	ENSG00000233873	1265	NA	NA	NA	1265
chr1	160749585	160750448	864	*	23.1748	23.1748	0	not	1	Distal Intergenic	1	160765864	160798051	32188	1	ENSG00000122224	-15416	4063	LY9	lymphocyte antigen 9	15416
chr10	14747548	14748593	1046	*	23.1808	23.1808	0	not	1	Intron (ENST00000181796/ENSG00000065809, intron 1 of 4)	10	14765170	14766054	885	2	ENSG00000237032	17461	NA	NA	NA	17461
chr9	86997842	86998877	1036	*	23.1905	23.1905	0	not	1	Distal Intergenic	9	86890372	86955672	65301	2	ENSG00000197506	-42170	64078	SLC28A3	solute carrier family 28 member 3	42170
chr4	188735842	188736645	804	*	23.1959	23.1959	0	not	1	Distal Intergenic	4	188667248	188669353	2106	2	ENSG00000249162	-66489	NA	NA	NA	66489
chr1	172418695	172419968	1274	*	23.1965	23.1965	0	not	1	Intron (ENST00000367727/ENSG00000180999, intron 3 of 6)	1	172339329	172413230	73902	2	ENSG00000135845	-5465	5279	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	5465
chr11	65235987	65236808	822	*	23.1992	23.1992	0	not	1	Distal Intergenic	11	65222728	65234028	11301	1	ENSG00000173727	13259	NA	NA	NA	13259
chr7	27191725	27192320	596	*	23.1169	23.2011	1	overlapTSS	1	Promoter (<=1kb)	7	27145803	27192200	46398	2	ENSG00000105997	0	3200	HOXA3	homeobox A3	0
chr1	26611698	26613215	1518	*	22.818	23.202	0	not	1	5' UTR	1	26605667	26608007	2341	1	ENSG00000142669	6031	83442	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	6031
chr6	126188330	126189427	1098	*	23.2034	23.2034	0	not	1	Intron (ENST00000368357/ENSG00000111912, intron 4 of 16)	6	126196314	126196644	331	1	ENSG00000222445	-6887	NA	NA	NA	6887
chr18	46070813	46071832	1020	*	23.2047	23.2047	0	not	1	Intron (ENST00000256413/ENSG00000134030, intron 1 of 11)	18	46065417	46389588	324172	1	ENSG00000134030	5396	9811	CTIF	cap binding complex dependent translation initiation factor	5396
chr3	8923624	8924393	770	*	23.2098	23.2098	0	not	1	Intron (ENST00000427329/ENSG00000070950, intron 3 of 3)	3	8973179	8973316	138	1	ENSG00000199815	-48786	NA	NA	NA	48786
chr16	30420655	30421594	940	*	23.2106	23.2106	4	overlapTSS	1	Intron (ENST00000319296/ENSG00000179965, intron 2 of 2)	16	30418618	30440920	22303	1	ENSG00000179965	2037	51333	ZNF771	zinc finger protein 771	2037
chr2	75070619	75071516	898	*	23.2111	23.2111	0	not	1	Intron (ENST00000290573/ENSG00000159399, intron 1 of 17)	2	75059782	75061114	1333	2	ENSG00000272711	-9505	NA	NA	NA	9505
chr12	25086275	25087192	918	*	23.2126	23.2126	0	not	1	Intron (ENST00000261192/ENSG00000060982, intron 1 of 10)	12	25102097	25113092	10996	1	ENSG00000255921	-14905	NA	NA	NA	14905
chr11	12823959	12824766	808	*	23.2154	23.2154	0	not	1	Intron (ENST00000361905/ENSG00000187079, intron 3 of 12)	11	12843982	12845214	1233	2	ENSG00000254688	20448	NA	NA	NA	20448
chr6	39157467	39158256	790	*	23.2164	23.2164	1	overlapTSS	1	3' UTR	6	39156749	39197226	40478	2	ENSG00000164626	38970	8645	KCNK5	potassium two pore domain channel subfamily K member 5	38970
chr8	102175119	102176642	1524	*	23.2168	23.2168	0	not	1	Downstream (2-3kb)	8	102179033	102181857	2825	2	ENSG00000261087	5215	NA	NA	NA	5215
chr21	32881743	32882610	868	*	23.217	23.217	0	not	1	Intron (ENST00000286827/ENSG00000156299, intron 1 of 28)	21	32931558	32932800	1243	1	ENSG00000237594	-48948	150051	LOC150051	uncharacterized LOC150051	48948
chr15	90395434	90396265	832	*	23.2175	23.2175	1	overlapTSS	1	Promoter (1-2kb)	15	90393869	90393953	85	2	ENSG00000264966	-1481	100847059	MIR5094	microRNA 5094	1481
chr11	74742722	74743597	876	*	23.2184	23.2184	0	not	1	Distal Intergenic	11	74782193	74783097	905	2	ENSG00000234611	39500	NA	NA	NA	39500
chr7	113726833	113727450	618	*	23.1769	23.2198	1	overlapTSS	1	Promoter (<=1kb)	7	113726382	114333827	607446	1	ENSG00000128573	451	93986	FOXP2	forkhead box P2	451
chr2	58655553	58656292	740	*	23.2235	23.2235	5	overlapTSS	1	Promoter (<=1kb)	2	58654934	59290901	635968	1	ENSG00000233723	619	400955	LINC01122	long intergenic non-protein coding RNA 1122	619
chr6	87646529	87647364	836	*	23.2238	23.2238	1	overlapTSS	1	Promoter (<=1kb)	6	87647024	87726349	79326	1	ENSG00000168830	0	3354	HTR1E	5-hydroxytryptamine receptor 1E	0
chr2	138749437	138750308	872	*	23.2266	23.2266	0	not	1	3' UTR	2	138721590	138773930	52341	1	ENSG00000150540	27847	3176	HNMT	histamine N-methyltransferase	27847
chr9	124482459	124483030	572	*	23.2287	23.2287	0	not	1	Intron (ENST00000394340/ENSG00000136848, intron 3 of 5)	9	124577953	124581731	3779	2	ENSG00000261534	98701	NA	NA	NA	98701
chr6	44140229	44141112	884	*	23.2302	23.2302	0	not	1	Exon (ENST00000398776/ENSG00000137225, exon 6 of 23)	6	44126548	44152139	25592	1	ENSG00000137225	13681	11131	CAPN11	calpain 11	13681
chr1	181111154	181112047	894	*	23.2311	23.2311	0	not	1	Distal Intergenic	1	181143620	181151344	7725	1	ENSG00000237292	-31573	101928973	LINC01732	long intergenic non-protein coding RNA 1732	31573
chr3	15346740	15347643	904	*	23.2315	23.2315	0	not	1	Intron (ENST00000383791/ENSG00000131370, intron 2 of 8)	3	15358127	15358229	103	1	ENSG00000238891	-10484	NA	NA	NA	10484
chr1	94526890	94527801	912	*	23.233	23.233	0	not	1	Exon (ENST00000472033/ENSG00000198691, exon 1 of 3)	1	94458393	94586688	128296	2	ENSG00000198691	58887	24	ABCA4	ATP binding cassette subfamily A member 4	58887
chr9	112239571	112240512	942	*	23.2384	23.2384	0	not	1	Intron (ENST00000374541/ENSG00000070159, intron 1 of 25)	9	112137746	112260590	122845	2	ENSG00000070159	20078	5774	PTPN3	protein tyrosine phosphatase non-receptor type 3	20078
chr9	4489552	4490631	1080	*	23.2398	23.2398	1	overlapTSS	1	Promoter (<=1kb)	9	4490444	4587469	97026	1	ENSG00000106688	0	6505	SLC1A1	solute carrier family 1 member 1	0
chr17	58212502	58213653	1152	*	23.2455	23.2455	2	overlapTSS	1	Promoter (<=1kb)	17	58203896	58213005	9110	2	ENSG00000267248	0	NA	NA	NA	0
chr4	47034288	47035269	982	*	23.2464	23.2464	1	overlapTSS	1	Exon (ENST00000513567/ENSG00000163288, exon 3 of 4)	4	46920917	46996424	75508	2	ENSG00000109158	-37864	2557	GABRA4	gamma-aminobutyric acid type A receptor alpha4 subunit	37864
chr8	11313740	11314709	970	*	23.2487	23.2487	0	not	1	Intron (ENST00000284486/ENSG00000154319, intron 1 of 2)	8	11278972	11332224	53253	2	ENSG00000154319	17515	83648	FAM167A	family with sequence similarity 167 member A	17515
chr14	75086647	75088202	1556	*	23.2489	23.2489	0	not	1	Distal Intergenic	14	75081396	75083350	1955	2	ENSG00000258976	-3297	NA	NA	NA	3297
chr9	133808148	133808945	798	*	23.2505	23.2505	1	overlapTSS	1	Promoter (<=1kb)	9	133809238	133820907	11670	1	ENSG00000236658	-293	NA	NA	NA	293
chr4	57597838	57598663	826	*	23.2508	23.2508	0	not	1	Distal Intergenic	4	57576226	57576780	555	1	ENSG00000241250	21612	NA	NA	NA	21612
chr6	2848775	2849804	1030	*	23.2527	23.2527	1	overlapTSS	1	Distal Intergenic	6	2854265	2854341	77	2	ENSG00000266750	4537	100616285	MIR4645	microRNA 4645	4537
chr17	56769587	56770348	762	*	23.2543	23.2543	3	overlapTSS	1	Promoter (<=1kb)	17	56769934	56811703	41770	1	ENSG00000108384	0	5889	RAD51C	RAD51 paralog C	0
chr4	183720985	183721546	562	*	23.2544	23.2544	0	not	1	3' UTR	4	183747381	183747518	138	1	ENSG00000221186	-25835	NA	NA	NA	25835
chr17	73234586	73235335	750	*	23.2568	23.2573	5	overlapTSS	1	3' UTR	17	73257755	73262454	4700	1	ENSG00000125445	-22420	51081	MRPS7	mitochondrial ribosomal protein S7	22420
chr9	33163635	33164324	690	*	23.2584	23.2584	0	not	1	Intron (ENST00000535206/ENSG00000086062, intron 1 of 2)	9	33166973	33179981	13009	1	ENSG00000233554	-2649	NA	NA	NA	2649
chr2	219225524	219226385	862	*	23.2607	23.2611	0	not	1	Intron (ENST00000289388/ENSG00000158428, intron 5 of 9)	2	219191612	219222689	31078	2	ENSG00000237281	-2835	NA	NA	NA	2835
chr7	69265134	69266305	1172	*	23.2659	23.2659	0	not	1	Intron (ENST00000406775/ENSG00000158321, intron 1 of 17)	7	69063905	70258054	1194150	1	ENSG00000158321	201229	26053	AUTS2	activator of transcription and developmental regulator AUTS2	201229
chr9	114630512	114631403	892	*	23.2683	23.2683	0	not	1	Distal Intergenic	9	114659046	114697649	38604	1	ENSG00000148154	-27643	7357	UGCG	UDP-glucose ceramide glucosyltransferase	27643
chr4	180788147	180789074	928	*	23.278	23.278	0	not	1	Distal Intergenic	4	180778006	180778734	729	1	ENSG00000248921	10141	NA	NA	NA	10141
chr20	20775279	20776258	980	*	23.2811	23.2811	0	not	1	Distal Intergenic	20	20719078	20719374	297	2	ENSG00000264361	-55905	NA	NA	NA	55905
chr17	57925916	57926555	640	*	23.2821	23.2821	1	overlapTSS	1	Promoter (1-2kb)	17	57924799	57924905	107	2	ENSG00000201524	-1011	NA	NA	NA	1011
chr18	51717533	51718320	788	*	23.2848	23.2848	0	not	1	Intron (ENST00000256429/ENSG00000134046, intron 2 of 6)	18	51748654	51748782	129	2	ENSG00000207233	30462	677819	SNORA37	small nucleolar RNA, H/ACA box 37	30462
chr7	56141706	56142849	1144	*	23.2853	23.2853	0	not	1	3' UTR	7	56131695	56148363	16669	1	ENSG00000129103	10011	25870	SUMF2	sulfatase modifying factor 2	10011
chr6	132530326	132531229	904	*	23.2932	23.2932	0	not	1	Distal Intergenic	6	132593121	132594471	1351	1	ENSG00000223912	-61892	NA	NA	NA	61892
chr19	15440534	15441593	1060	*	23.2957	23.2957	0	not	1	Promoter (1-2kb)	19	15347647	15443356	95710	2	ENSG00000141867	1763	23476	BRD4	bromodomain containing 4	1763
chr8	123119010	123119795	786	*	23.2978	23.2978	0	not	1	Intron (ENST00000523792/ENSG00000254303, intron 1 of 2)	8	123103719	123103848	130	1	ENSG00000253814	15291	NA	NA	NA	15291
chr9	132386174	132387047	874	*	23.2987	23.2987	7	overlapTSS	1	Intron (ENST00000372486/ENSG00000148335, intron 1 of 3)	9	132374504	132383055	8552	2	ENSG00000179058	-3119	375759	C9orf50	chromosome 9 open reading frame 50	3119
chr3	14573695	14574746	1052	*	23.2996	23.2996	1	overlapTSS	1	Promoter (1-2kb)	3	14572489	14572595	107	2	ENSG00000207163	-1100	NA	NA	NA	1100
chr22	45593551	45594284	734	*	23.258	23.3026	2	overlapTSS	1	Exon (ENST00000336156/ENSG00000100364, exon 9 of 10)	22	45596835	45596900	66	2	ENSG00000221598	2616	100302149	MIR1249	microRNA 1249	2616
chr22	43559617	43560322	706	*	23.3063	23.3063	0	not	1	Downstream (2-3kb)	22	43547520	43559248	11729	1	ENSG00000100300	12097	706	TSPO	translocator protein	12097
chr1	202781184	202781965	782	*	23.3056	23.3069	2	overlapTSS	1	Promoter (1-2kb)	1	202780082	202781284	1203	1	ENSG00000228288	1102	100506696	PCAT6	prostate cancer associated transcript 6	1102
chr17	2040423	2041424	1002	*	23.3117	23.3117	0	not	1	Intron (ENST00000544865/ENSG00000070366, intron 13 of 18)	17	2030724	2031198	475	2	ENSG00000262402	-9225	NA	NA	NA	9225
chr12	125389253	125389958	706	*	23.3145	23.3145	0	not	1	Distal Intergenic	12	125386058	125386157	100	1	ENSG00000252008	3195	NA	NA	NA	3195
chr1	27353390	27354319	930	*	23.3205	23.3205	0	not	1	Distal Intergenic	1	27331511	27339327	7817	2	ENSG00000158246	-14063	115572	TENT5B	terminal nucleotidyltransferase 5B	14063
chr1	198127558	198129075	1518	*	23.3185	23.3207	3	overlapTSS	1	Promoter (1-2kb)	1	198126093	198291550	165458	1	ENSG00000151414	1465	140609	NEK7	NIMA related kinase 7	1465
chr2	16089826	16090893	1068	*	23.33	23.33	1	overlapTSS	1	Promoter (<=1kb)	2	16090812	16091103	292	2	ENSG00000243541	210	NA	NA	NA	210
chr4	39977722	39978757	1036	*	23.3341	23.3341	0	not	1	Promoter (<=1kb)	4	39824483	39979576	155094	2	ENSG00000121892	819	23244	PDS5A	PDS5 cohesin associated factor A	819
chr18	43751034	43751911	878	*	23.335	23.335	0	not	1	Promoter (1-2kb)	18	43753519	43846949	93431	1	ENSG00000152242	-1608	147339	C18orf25	chromosome 18 open reading frame 25	1608
chr6	125367003	125367932	930	*	23.3352	23.3352	0	not	1	3' UTR	6	125440195	125585553	145359	1	ENSG00000111907	-72263	7164	TPD52L1	TPD52 like 1	72263
chr1	223925937	223926836	900	*	23.336	23.336	0	not	1	Intron (ENST00000433674/ENSG00000162909, intron 2 of 20)	1	223889295	223963720	74426	1	ENSG00000162909	36642	824	CAPN2	calpain 2	36642
chr16	68362107	68362916	810	*	23.3393	23.3393	1	overlapTSS	1	Promoter (<=1kb)	16	68363290	68363432	143	2	ENSG00000222177	516	NA	NA	NA	516
chr1	9503700	9504471	772	*	23.3466	23.3466	0	not	1	Distal Intergenic	1	9497728	9497837	110	2	ENSG00000252956	-5863	NA	NA	NA	5863
chr6	123160371	123161594	1224	*	23.3503	23.3503	0	not	1	Distal Intergenic	6	123180823	123181133	311	2	ENSG00000232362	19539	NA	NA	NA	19539
chr2	223712945	223714008	1064	*	23.3474	23.3526	0	not	1	Distal Intergenic	2	223725652	223809357	83706	1	ENSG00000123983	-11644	2181	ACSL3	acyl-CoA synthetase long chain family member 3	11644
chr6	3511390	3512305	916	*	23.3539	23.3539	0	not	1	Distal Intergenic	6	3269196	3457256	188061	2	ENSG00000137266	-54134	63027	SLC22A23	solute carrier family 22 member 23	54134
chr14	31090849	31092070	1222	*	23.3573	23.3573	3	overlapTSS	1	Promoter (<=1kb)	14	31091318	31205018	113701	1	ENSG00000092108	0	23256	SCFD1	sec1 family domain containing 1	0
chr12	99848945	99849868	924	*	23.3619	23.3619	0	not	1	Intron (ENST00000547776/ENSG00000185046, intron 10 of 25)	12	100041531	100043824	2294	1	ENSG00000180219	-191663	196472	FAM71C	family with sequence similarity 71 member C	191663
chr7	144579113	144580356	1244	*	23.3619	23.3619	0	not	1	Distal Intergenic	7	144546848	144547177	330	2	ENSG00000200673	-31936	NA	NA	NA	31936
chr7	101520830	101522083	1254	*	23.3662	23.3662	0	not	1	Intron (ENST00000437600/ENSG00000257923, intron 1 of 22)	7	101465527	101468009	2483	2	ENSG00000259294	-52821	NA	NA	NA	52821
chr10	88344927	88345900	974	*	23.3679	23.3679	0	not	1	Distal Intergenic	10	88390582	88391385	804	2	ENSG00000230507	45485	NA	NA	NA	45485
chr8	102063567	102064286	720	*	23.3687	23.3687	1	overlapTSS	1	Promoter (<=1kb)	8	102064282	102088479	24198	1	ENSG00000248599	0	441374	FLJ42969	uncharacterized LOC441374	0
chr1	182218044	182219055	1012	*	23.3712	23.3712	0	not	1	Intron (ENST00000449842/ENSG00000228918, intron 2 of 2)	1	182098445	182283196	184752	2	ENSG00000228918	64141	NA	NA	NA	64141
chr3	32836156	32837019	864	*	23.3727	23.3732	0	not	1	Distal Intergenic	3	32827138	32827608	471	1	ENSG00000227337	9018	NA	NA	NA	9018
chr18	22819400	22820415	1016	*	23.3741	23.3741	0	not	1	Intron (ENST00000361524/ENSG00000198795, intron 3 of 7)	18	22882090	22882920	831	1	ENSG00000264434	-61675	NA	NA	NA	61675
chr19	49992753	49994182	1430	*	23.2966	23.3744	6	overlapTSS	1	Promoter (<=1kb)	19	49993872	49993956	85	1	ENSG00000199631	0	26818	SNORD33	small nucleolar RNA, C/D box 33	0
chr11	65812346	65813527	1182	*	23.3754	23.3754	1	overlapTSS	1	5' UTR	11	65809423	65816651	7229	2	ENSG00000175229	3124	89792	GAL3ST3	galactose-3-O-sulfotransferase 3	3124
chr6	34464880	34465793	914	*	23.3776	23.3776	0	not	1	Intron (ENST00000244458/ENSG00000124507, intron 1 of 9)	6	34438567	34438706	140	2	ENSG00000221635	-26174	NA	NA	NA	26174
chr9	131944664	131945465	802	*	23.3793	23.3793	0	not	1	Intron (ENST00000372490/ENSG00000204055, intron 1 of 1)	9	131937835	131940540	2706	2	ENSG00000188483	-4124	389792	IER5L	immediate early response 5 like	4124
chr20	18547525	18548404	880	*	23.3836	23.3836	4	overlapTSS	1	Promoter (<=1kb)	20	18548064	18550207	2144	1	ENSG00000232388	0	388789	SMIM26	small integral membrane protein 26	0
chr1	220905973	220906930	958	*	23.387	23.387	0	not	1	Distal Intergenic	1	220921567	220958150	36584	1	ENSG00000117791	-14637	54996	MARC2	mitochondrial amidoxime reducing component 2	14637
chr2	20344266	20345219	954	*	23.3877	23.3877	0	not	1	Distal Intergenic	2	20355379	20355818	440	2	ENSG00000213729	10599	NA	NA	NA	10599
chr5	177502840	177503659	820	*	23.3887	23.3887	0	not	1	Distal Intergenic	5	177482605	177483195	591	1	ENSG00000218227	20235	NA	NA	NA	20235
chr9	75172005	75172830	826	*	23.3893	23.3893	0	not	1	Intron (ENST00000297784/ENSG00000165091, intron 1 of 23)	9	75142152	75142255	104	1	ENSG00000238402	29853	NA	NA	NA	29853
chr11	84930325	84931158	834	*	23.391	23.391	0	not	1	Intron (ENST00000376104/ENSG00000150672, intron 4 of 27)	11	85047119	85047616	498	2	ENSG00000254684	116458	NA	NA	NA	116458
chr22	17748438	17749091	654	*	23.3914	23.3914	0	not	1	Promoter (<=1kb)	22	17737749	17747623	9875	2	ENSG00000241832	-815	27442	CECR3	cat eye syndrome chromosome region, candidate 3	815
chr1	48108381	48109318	938	*	23.3917	23.3917	0	not	1	Distal Intergenic	1	48086765	48086849	85	2	ENSG00000221447	-21532	NA	NA	NA	21532
chr10	116201367	116202544	1178	*	23.3927	23.3927	0	not	1	Exon (ENST00000369266/ENSG00000099204, exon 13 of 18)	10	116183531	116183826	296	2	ENSG00000242912	-17541	NA	NA	NA	17541
chr4	99115547	99116528	982	*	23.3984	23.3984	0	not	1	Distal Intergenic	4	99094935	99095030	96	1	ENSG00000200658	20612	NA	NA	NA	20612
chr5	138557074	138557963	890	*	23.3985	23.3985	1	overlapTSS	1	Promoter (<=1kb)	5	138557447	138557526	80	1	ENSG00000252533	0	NA	NA	NA	0
chr9	33099647	33100492	846	*	23.3996	23.3996	0	not	1	Distal Intergenic	9	33041762	33076665	34904	2	ENSG00000122692	-22982	55234	SMU1	SMU1 DNA replication regulator and spliceosomal factor	22982
chr13	27999510	28000385	876	*	23.3744	23.4005	1	overlapTSS	1	Promoter (<=1kb)	13	27998681	28009958	11278	1	ENSG00000122034	829	2971	GTF3A	general transcription factor IIIA	829
chr8	113407400	113408251	852	*	23.4042	23.4042	0	not	1	Intron (ENST00000343508/ENSG00000164796, intron 36 of 71)	8	113487830	113487915	86	1	ENSG00000264794	-79579	NA	NA	NA	79579
chr11	26353206	26354277	1072	*	23.4139	23.4139	2	overlapTSS	1	5' UTR	11	26307258	26309554	2297	2	ENSG00000254819	-43652	NA	NA	NA	43652
chr1	235267256	235268057	802	*	23.4144	23.4144	1	overlapTSS	1	Promoter (<=1kb)	1	235267495	235267924	430	2	ENSG00000273416	0	NA	NA	NA	0
chr1	236244718	236245597	880	*	23.4166	23.4172	0	not	1	Distal Intergenic	1	236139130	236228462	89333	2	ENSG00000116962	-16256	4811	NID1	nidogen 1	16256
chr19	41814148	41815083	936	*	23.4162	23.4177	2	overlapTSS	1	Promoter (1-2kb)	19	41816094	41830788	14695	1	ENSG00000142039	-1011	90324	CCDC97	coiled-coil domain containing 97	1011
chrX	130880735	130881740	1006	*	23.4194	23.4194	0	not	1	Intron (ENST00000427391/ENSG00000213468, intron 10 of 12)	23	130929685	130930195	511	2	ENSG00000241418	48455	NA	NA	NA	48455
chr19	4139400	4140375	976	*	23.4227	23.4227	0	not	1	Distal Intergenic	19	4153598	4173051	19454	1	ENSG00000060566	-13223	84699	CREB3L3	cAMP responsive element binding protein 3 like 3	13223
chr5	75551648	75552597	950	*	23.4247	23.4247	0	not	1	Intron (ENST00000502798/ENSG00000122012, intron 4 of 12)	5	75537849	75538229	381	2	ENSG00000249014	-13419	NA	NA	NA	13419
chr1	218774013	218774974	962	*	23.4254	23.4254	0	not	1	Distal Intergenic	1	218715033	218715241	209	2	ENSG00000212610	-58772	NA	NA	NA	58772
chr9	97412867	97413764	898	*	23.4092	23.4259	0	not	1	Distal Intergenic	9	97365415	97402531	37117	2	ENSG00000165140	-10336	2203	FBP1	fructose-bisphosphatase 1	10336
chr7	99754600	99755473	874	*	23.4272	23.4272	5	overlapTSS	1	Promoter (<=1kb)	7	99754228	99754292	65	2	ENSG00000266154	-308	NA	NA	NA	308
chr1	65363382	65364417	1036	*	23.4297	23.4297	0	not	1	Intron (ENST00000342505/ENSG00000162434, intron 1 of 24)	1	65384126	65384366	241	1	ENSG00000234784	-19709	NA	NA	NA	19709
chr18	3214440	3215421	982	*	23.4297	23.4297	0	not	1	5' UTR	18	3066805	3220106	153302	2	ENSG00000101605	4685	8736	MYOM1	myomesin 1	4685
chr19	54150760	54151425	666	*	23.4304	23.4304	0	not	1	Distal Intergenic	19	54156939	54157045	107	1	ENSG00000200393	-5514	NA	NA	NA	5514
chr2	48994180	48995257	1078	*	23.4373	23.4373	0	not	1	Intron (ENST00000402114/ENSG00000068781, intron 10 of 10)	2	48859428	48982880	123453	2	ENSG00000138039	-11300	3973	LHCGR	luteinizing hormone/choriogonadotropin receptor	11300
chr15	66154781	66155718	938	*	23.4401	23.4401	0	not	1	Intron (ENST00000569304/ENSG00000103769, intron 2 of 2)	15	66135822	66135896	75	1	ENSG00000252715	18959	NA	NA	NA	18959
chr19	11353823	11354774	952	*	23.4445	23.4445	0	not	1	Exon (ENST00000294618/ENSG00000130158, exon 10 of 48)	19	11348178	11352619	4442	1	ENSG00000130173	5645	55908	ANGPTL8	angiopoietin like 8	5645
chr8	125900675	125901622	948	*	23.447	23.447	0	not	1	Intron (ENST00000528090/ENSG00000249816, intron 3 of 5)	8	125847126	125869758	22633	2	ENSG00000255080	-30917	NA	NA	NA	30917
chr2	147169851	147170840	990	*	23.4501	23.4501	0	not	1	Distal Intergenic	2	147234995	147235681	687	1	ENSG00000227134	-64155	NA	NA	NA	64155
chr19	4567359	4568154	796	*	23.453	23.453	0	not	1	Distal Intergenic	19	4542600	4559820	17221	2	ENSG00000167680	-7539	10501	SEMA6B	semaphorin 6B	7539
chr14	89506458	89507505	1048	*	23.4552	23.4552	0	not	1	Distal Intergenic	14	89576492	89577567	1076	2	ENSG00000258990	70062	NA	NA	NA	70062
chr8	102485965	102486940	976	*	23.456	23.456	0	not	1	Intron (ENST00000520268/ENSG00000254024, intron 1 of 1)	8	102504660	102681954	177295	1	ENSG00000083307	-17720	79977	GRHL2	grainyhead like transcription factor 2	17720
