seqnames	start	end	width	strand	tvalue	score	numOfTSS	overlapTSS	group	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENTREZID	SYMBOL	GENENAME	absDistToTSS
chr1	43417552	43418917	1366	*	26.1536	26.1536	1	overlapTSS	3	Exon (ENST00000460369/ENSG00000117394, exon 2 of 2)	1	43391052	43424530	33479	2	ENSG00000117394	5613	6513	SLC2A1	solute carrier family 2 member 1	5613
chr16	49525464	49526343	880	*	26.1541	26.1541	6	overlapTSS	3	Intron (ENST00000561648/ENSG00000102935, intron 7 of 7)	16	49500017	49503786	3770	1	ENSG00000261623	25447	101927228	LINC02179	long intergenic non-protein coding RNA 2179	25447
chr2	133012832	133014407	1576	*	25.7435	26.1544	1	overlapTSS	3	Promoter (<=1kb)	2	133014539	133014653	115	2	ENSG00000221288	246	100313824	MIR663B	microRNA 663b	246
chr1	154995844	154996901	1058	*	26.1554	26.1554	0	not	3	3' UTR	1	154990996	155006257	15262	2	ENSG00000163354	9356	127579	DCST2	DC-STAMP domain containing 2	9356
chr19	54843375	54844482	1108	*	26.1556	26.1556	1	overlapTSS	3	Promoter (<=1kb)	19	54839544	54842706	3163	2	ENSG00000250507	-669	NA	NA	NA	669
chr3	11102108	11103001	894	*	26.1387	26.157	1	overlapTSS	3	Distal Intergenic	3	11047784	11060910	13127	2	ENSG00000232287	-41198	100874090	SLC6A1-AS1	SLC6A1 antisense RNA 1	41198
chr17	17566308	17567111	804	*	26.1584	26.1584	0	not	3	Distal Intergenic	17	17577340	17581002	3663	2	ENSG00000223979	13891	105371564	SMCR2	Smith-Magenis syndrome chromosome region, candidate 2	13891
chr19	1496909	1498136	1228	*	26.1247	26.1593	0	not	3	3' UTR	19	1491165	1497926	6762	1	ENSG00000115255	5744	92840	REEP6	receptor accessory protein 6	5744
chr4	1771257	1772210	954	*	26.0552	26.1593	0	not	3	Distal Intergenic	4	1795034	1810599	15566	1	ENSG00000068078	-22824	2261	FGFR3	fibroblast growth factor receptor 3	22824
chr1	153665600	153666563	964	*	26.1636	26.1636	0	not	3	3' UTR	1	153676564	153676859	296	1	ENSG00000242565	-10001	NA	NA	NA	10001
chr6	25278716	25280047	1332	*	26.1636	26.1636	2	overlapTSS	3	Promoter (<=1kb)	6	25279306	25620758	341453	1	ENSG00000079691	0	55604	CARMIL1	capping protein regulator and myosin 1 linker 1	0
chr15	22487726	22488511	786	*	26.1639	26.1639	0	not	3	Downstream (1-2kb)	15	22490343	22490685	343	2	ENSG00000271507	2174	NA	NA	NA	2174
chr1	33351887	33352988	1102	*	25.8668	26.1648	1	overlapTSS	3	Promoter (<=1kb)	1	33351595	33364042	12448	1	ENSG00000121905	292	3208	HPCA	hippocalcin	292
chr1	9565057	9566060	1004	*	26.1655	26.1655	0	not	3	Promoter (1-2kb)	1	9561151	9563530	2380	2	ENSG00000235263	-1527	NA	NA	NA	1527
chr11	829676	830667	992	*	26.1665	26.1665	2	overlapTSS	3	Exon (ENST00000528542/ENSG00000177685, exon 5 of 9)	11	832843	839831	6989	1	ENSG00000177697	-2176	977	CD151	CD151 molecule (Raph blood group)	2176
chr12	50377454	50378231	778	*	26.168	26.168	0	not	3	Intron (ENST00000548961/ENSG00000161800, intron 2 of 2)	12	50360977	50370922	9946	1	ENSG00000086159	16477	363	AQP6	aquaporin 6	16477
chr22	46483529	46484358	830	*	26.1693	26.1693	2	overlapTSS	3	Intron (ENST00000381051/ENSG00000197182, intron 1 of 4)	22	46486924	46487006	83	1	ENSG00000266533	-2566	100500828	MIR3619	microRNA 3619	2566
chr10	119321502	119322423	922	*	26.1664	26.1695	1	overlapTSS	3	Exon (ENST00000450247/ENSG00000235198, exon 3 of 3)	10	119321595	119331968	10374	2	ENSG00000235198	9545	NA	NA	NA	9545
chr10	135020781	135021748	968	*	25.8827	26.1708	0	not	3	Exon (ENST00000304613/ENSG00000171798, exon 20 of 30)	10	135043778	135045062	1285	1	ENSG00000171794	-22030	8433	UTF1	undifferentiated embryonic cell transcription factor 1	22030
chr11	123452369	123453780	1412	*	26.1644	26.1708	0	not	3	Intron (ENST00000456860/ENSG00000023171, intron 3 of 20)	11	123468654	123470160	1507	2	ENSG00000254449	16380	NA	NA	NA	16380
chr20	55672282	55673255	974	*	26.1713	26.1713	0	not	3	Distal Intergenic	20	55680797	55682184	1388	1	ENSG00000231078	-7542	NA	NA	NA	7542
chr2	20789714	20790547	834	*	26.1716	26.1716	1	overlapTSS	3	Promoter (1-2kb)	2	20790535	20792308	1774	2	ENSG00000231948	1761	100874343	HS1BP3-IT1	HS1BP3 intronic transcript 1	1761
chr4	144434119	144435134	1016	*	26.1717	26.1717	2	overlapTSS	3	Promoter (<=1kb)	4	144434616	144478639	44024	1	ENSG00000153147	0	8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	0
chr16	68043986	68044919	934	*	26.1721	26.1721	0	not	3	Intron (ENST00000571081/ENSG00000167264, intron 1 of 5)	16	68047339	68049814	2476	2	ENSG00000263201	4895	100131303	DPEP2NB	DPEP2 neighbor	4895
chr1	10777726	10778629	904	*	26.1726	26.1726	0	not	3	Intron (ENST00000377022/ENSG00000130940, intron 2 of 20)	1	10696661	10856707	160047	2	ENSG00000130940	78078	54897	CASZ1	castor zinc finger 1	78078
chr16	58021762	58023073	1312	*	26.1728	26.1728	0	not	3	Exon (ENST00000562915/ENSG00000159648, exon 3 of 3)	16	58033450	58055522	22073	1	ENSG00000103005	-10377	79650	USB1	U6 snRNA biogenesis phosphodiesterase 1	10377
chr1	202805615	202806504	890	*	26.1732	26.1733	0	not	3	Distal Intergenic	1	202789394	202796353	6960	1	ENSG00000184774	16221	641515	MGAT4EP	MGAT4 family member E, pseudogene	16221
chr9	117375130	117375935	806	*	26.1733	26.1733	3	overlapTSS	3	Promoter (1-2kb)	9	117373486	117408702	35217	1	ENSG00000157693	1644	203197	TMEM268	transmembrane protein 268	1644
chr8	103799562	103800857	1296	*	26.1236	26.1739	0	not	3	Distal Intergenic	8	103817745	103822199	4455	1	ENSG00000253669	-16888	NA	NA	NA	16888
chr10	72974490	72975515	1026	*	26.0315	26.1741	3	overlapTSS	3	Promoter (<=1kb)	10	72975557	72975628	72	1	ENSG00000216004	-42	NA	NA	NA	42
chr16	75712205	75713120	916	*	26.1772	26.1772	0	not	3	Intron (ENST00000564671/ENSG00000166848, intron 1 of 2)	16	75732431	75732728	298	2	ENSG00000240199	19608	NA	NA	NA	19608
chr10	43535418	43536473	1056	*	26.1795	26.1795	0	not	3	Distal Intergenic	10	43572475	43625799	53325	1	ENSG00000165731	-36002	5979	RET	ret proto-oncogene	36002
chrX	48754772	48755879	1108	*	26.1799	26.1799	6	overlapTSS	3	Promoter (<=1kb)	23	48755195	48760420	5226	1	ENSG00000102103	0	10084	PQBP1	polyglutamine binding protein 1	0
chr17	36664190	36665399	1210	*	26.1803	26.1803	0	not	3	Intron (ENST00000431231/ENSG00000225485, intron 23 of 23)	17	36606638	36608688	2051	2	ENSG00000260833	-55502	NA	NA	NA	55502
chr4	6754506	6755327	822	*	26.1816	26.1816	0	not	3	Distal Intergenic	4	6783102	6885897	102796	1	ENSG00000170871	-27775	9778	KIAA0232	KIAA0232	27775
chr21	45694749	45695452	704	*	26.1822	26.1822	0	not	3	Distal Intergenic	21	45705721	45718531	12811	1	ENSG00000160224	-10269	326	AIRE	autoimmune regulator	10269
chr17	73150242	73151129	888	*	26.1834	26.1834	0	not	3	5' UTR	17	73141356	73142641	1286	2	ENSG00000263786	-7601	NA	NA	NA	7601
chr5	423602	424393	792	*	26.1838	26.1838	0	not	3	Exon (ENST00000505113/ENSG00000063438, exon 7 of 11)	5	418818	419224	407	1	ENSG00000250645	4784	NA	NA	NA	4784
chr22	39882631	39883590	960	*	26.1892	26.1892	0	not	3	5' UTR	22	39871812	39872827	1016	2	ENSG00000227188	-9804	104502417	MGAT3-AS1	MGAT3 antisense RNA 1	9804
chr5	177788407	177789298	892	*	26.1905	26.1905	0	not	3	Intron (ENST00000390654/ENSG00000050767, intron 2 of 28)	5	177777868	177779251	1384	1	ENSG00000253698	10539	NA	NA	NA	10539
chr1	155049387	155050404	1018	*	26.1921	26.1921	1	overlapTSS	3	Intron (ENST00000556931/ENSG00000143590, intron 1 of 4)	1	155036224	155059283	23060	1	ENSG00000251246	13163	NA	NA	NA	13163
chr17	39952169	39952950	782	*	26.1925	26.1925	0	not	3	Distal Intergenic	17	39775692	39943183	167492	2	ENSG00000173801	-8986	3728	JUP	junction plakoglobin	8986
chr19	56109956	56111081	1126	*	26.193	26.193	1	overlapTSS	3	Promoter (<=1kb)	19	56111388	56114504	3117	1	ENSG00000171443	-307	147807	ZNF524	zinc finger protein 524	307
chr2	232276649	232277666	1018	*	26.1935	26.1935	0	not	3	Distal Intergenic	2	232260254	232265875	5622	1	ENSG00000156966	16395	93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	16395
chr7	1480983	1481750	768	*	26.1938	26.1938	0	not	3	Exon (ENST00000472100/ENSG00000164877, exon 7 of 16)	7	1468101	1499138	31038	2	ENSG00000164877	17388	79778	MICALL2	MICAL like 2	17388
chr3	169610122	169611071	950	*	26.1952	26.1952	0	not	3	Distal Intergenic	3	169620768	169622048	1281	2	ENSG00000240128	10977	NA	NA	NA	10977
chr1	203972515	203973402	888	*	26.1657	26.1953	0	not	3	Distal Intergenic	1	203968373	203968471	99	2	ENSG00000211554	-4044	NA	NA	NA	4044
chr17	1548256	1549083	828	*	26.1961	26.1961	1	overlapTSS	3	Promoter (<=1kb)	17	1537152	1549041	11890	2	ENSG00000074660	0	8578	SCARF1	scavenger receptor class F member 1	0
chr11	76307897	76308836	940	*	26.1976	26.1976	0	not	3	Distal Intergenic	11	76302067	76302255	189	1	ENSG00000254755	5830	NA	NA	NA	5830
chr10	72201042	72202037	996	*	26.1991	26.1991	0	not	3	Exon (ENST00000287139/ENSG00000156574, exon 1 of 3)	10	72192071	72207707	15637	2	ENSG00000156574	5670	4838	NODAL	nodal growth differentiation factor	5670
chr1	249200088	249201073	986	*	26.2007	26.2007	2	overlapTSS	3	Promoter (<=1kb)	1	249200395	249214145	13751	1	ENSG00000185220	0	267002	PGBD2	piggyBac transposable element derived 2	0
chr7	140185258	140186197	940	*	26.2013	26.2013	0	not	3	Distal Intergenic	7	140152840	140179369	26530	2	ENSG00000133606	-5889	23608	MKRN1	makorin ring finger protein 1	5889
chr9	90947004	90947885	882	*	26.2014	26.2014	0	not	3	Distal Intergenic	9	90939369	90940254	886	1	ENSG00000226327	7635	NA	NA	NA	7635
chr10	80975027	80975700	674	*	26.2037	26.2037	0	not	3	Intron (ENST00000334512/ENSG00000108175, intron 6 of 24)	10	81107225	81115093	7869	1	ENSG00000108179	-131525	10105	PPIF	peptidylprolyl isomerase F	131525
chr10	103324758	103325707	950	*	26.205	26.205	0	not	3	Distal Intergenic	10	103330317	103369425	39109	1	ENSG00000166171	-4610	25911	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	4610
chr17	27135558	27136583	1026	*	26.2069	26.2069	0	not	3	Intron (ENST00000341217/ENSG00000173065, intron 1 of 2)	17	27129462	27129840	379	1	ENSG00000243053	6096	NA	NA	NA	6096
chr6	21667040	21667847	808	*	26.0926	26.2084	3	overlapTSS	3	Intron (ENST00000606336/ENSG00000272168, intron 2 of 6)	6	21665003	22214734	549732	1	ENSG00000272168	2037	NA	NA	NA	2037
chr17	71844769	71845666	898	*	26.21	26.21	0	not	3	Distal Intergenic	17	71827711	71832158	4448	2	ENSG00000265927	-12611	NA	NA	NA	12611
chr6	35285947	35286962	1016	*	26.2122	26.2122	0	not	3	Exon (ENST00000542066/ENSG00000023892, exon 6 of 10)	6	35265595	35289548	23954	1	ENSG00000023892	20352	50619	DEF6	DEF6 guanine nucleotide exchange factor	20352
chr3	52536636	52537517	882	*	26.2158	26.2158	0	not	3	Exon (ENST00000321725/ENSG00000010327, exon 6 of 69)	3	52529354	52558511	29158	1	ENSG00000010327	7282	23166	STAB1	stabilin 1	7282
chr1	53139962	53141243	1282	*	26.2166	26.2166	0	not	3	Distal Intergenic	1	53152508	53164038	11531	2	ENSG00000162377	22795	65260	COA7	cytochrome c oxidase assembly factor 7 (putative)	22795
chr22	31048537	31049770	1234	*	26.2199	26.2199	2	overlapTSS	3	Promoter (1-2kb)	22	31049864	31050801	938	2	ENSG00000250318	1031	NA	NA	NA	1031
chr9	68423447	68424954	1508	*	26.22	26.22	0	not	3	Downstream (2-3kb)	9	68415308	68415388	81	1	ENSG00000266017	8139	100616194	MIR4477B	microRNA 4477b	8139
chr1	32204637	32205624	988	*	26.2208	26.2208	0	not	3	Exon (ENST00000398556/ENSG00000121753, exon 11 of 29)	1	32224261	32224336	76	2	ENSG00000266580	18712	100423028	MIR4254	microRNA 4254	18712
chr16	840484	841301	818	*	26.2213	26.2213	3	overlapTSS	3	3' UTR	16	834974	838397	3424	2	ENSG00000007376	-2087	113000	RPUSD1	RNA pseudouridine synthase domain containing 1	2087
chr19	506657	507546	890	*	26.2218	26.2218	1	overlapTSS	3	Promoter (<=1kb)	19	507299	519654	12356	1	ENSG00000141933	0	91978	TPGS1	tubulin polyglutamylase complex subunit 1	0
chr9	133257966	133258915	950	*	26.2235	26.2235	1	overlapTSS	3	Distal Intergenic	9	133274029	133282639	8611	1	ENSG00000215428	-15114	NA	NA	NA	15114
chr1	167094836	167095807	972	*	26.2253	26.2253	0	not	3	Exon (ENST00000361200/ENSG00000198842, exon 6 of 6)	1	167063282	167098402	35121	1	ENSG00000198842	31554	92235	DUSP27	dual specificity phosphatase 27, atypical	31554
chr5	175091639	175092496	858	*	26.2255	26.2255	0	not	3	Intron (ENST00000377291/ENSG00000113749, intron 1 of 2)	5	175085033	175113245	28213	1	ENSG00000113749	6606	3274	HRH2	histamine receptor H2	6606
chr14	100795034	100796057	1024	*	26.2246	26.227	0	not	3	5' UTR	14	100800127	100820398	20272	1	ENSG00000258666	-4070	NA	NA	NA	4070
chr4	13532450	13533501	1052	*	26.2271	26.2271	0	not	3	Distal Intergenic	4	13542454	13546674	4221	2	ENSG00000109705	13173	579	NKX3-2	NK3 homeobox 2	13173
chr19	15064781	15065888	1108	*	26.2272	26.2272	0	not	3	Exon (ENST00000430939/ENSG00000105143, exon 7 of 9)	19	15052301	15053260	960	1	ENSG00000127529	12480	26658	OR7C2	olfactory receptor family 7 subfamily C member 2 (gene/pseudogene)	12480
chr1	3035255	3036170	916	*	26.2265	26.2277	0	not	3	Intron (ENST00000511072/ENSG00000142611, intron 1 of 15)	1	3049491	3050273	783	2	ENSG00000226286	14103	NA	NA	NA	14103
chr1	12221573	12222570	998	*	26.2303	26.2303	0	not	3	Distal Intergenic	1	12227060	12269285	42226	1	ENSG00000028137	-4490	7133	TNFRSF1B	TNF receptor superfamily member 1B	4490
chr10	118608634	118609817	1184	*	26.2309	26.2309	3	overlapTSS	3	Promoter (<=1kb)	10	118609023	118671299	62277	1	ENSG00000188316	0	387712	ENO4	enolase 4	0
chr4	3447871	3448784	914	*	26.2329	26.2329	0	not	3	Exon (ENST00000382774/ENSG00000109758, exon 10 of 14)	4	3443614	3451211	7598	1	ENSG00000109758	4257	3083	HGFAC	HGF activator	4257
chr1	10936871	10937742	872	*	26.2335	26.2335	0	not	3	Distal Intergenic	1	10955818	10956055	238	1	ENSG00000225158	-18076	NA	NA	NA	18076
chr12	76953170	76954063	894	*	26.2335	26.2335	0	not	3	Promoter (<=1kb)	12	76745577	76953589	208013	2	ENSG00000091039	0	114882	OSBPL8	oxysterol binding protein like 8	0
chr1	1471103	1471792	690	*	26.2337	26.2337	2	overlapTSS	3	Exon (ENST00000378733/ENSG00000205090, exon 3 of 4)	1	1470554	1475833	5280	2	ENSG00000205090	4041	339453	TMEM240	transmembrane protein 240	4041
chr1	21961546	21962517	972	*	26.2347	26.2347	0	not	3	Intron (ENST00000290101/ENSG00000076864, intron 2 of 24)	1	21922708	21995801	73094	2	ENSG00000076864	33284	5909	RAP1GAP	RAP1 GTPase activating protein	33284
chr6	43706266	43707173	908	*	26.2356	26.2362	0	not	3	Promoter (<=1kb)	6	43690523	43705571	15049	2	ENSG00000236961	-695	NA	NA	NA	695
chr17	16948067	16949084	1018	*	26.2367	26.2367	4	overlapTSS	3	Intron (ENST00000577514/ENSG00000133030, intron 2 of 5)	17	16945859	17120993	175135	1	ENSG00000133030	2208	23164	MPRIP	myosin phosphatase Rho interacting protein	2208
chr4	10484005	10485068	1064	*	26.2377	26.2377	0	not	3	Downstream (2-3kb)	4	10480148	10480547	400	2	ENSG00000248419	-3458	NA	NA	NA	3458
chr11	61671799	61672726	928	*	26.238	26.238	0	not	3	Exon (ENST00000394836/ENSG00000167994, exon 6 of 10)	11	61640991	61659523	18533	2	ENSG00000221968	-12276	3995	FADS3	fatty acid desaturase 3	12276
chr11	60673704	60674451	748	*	26.2414	26.2414	1	overlapTSS	3	Promoter (<=1kb)	11	60658202	60674060	15859	2	ENSG00000110107	0	27339	PRPF19	pre-mRNA processing factor 19	0
chr9	138554330	138555363	1034	*	26.2437	26.2437	2	overlapTSS	3	Promoter (<=1kb)	9	138555168	138558268	3101	1	ENSG00000148386	0	392399	LCN9	lipocalin 9	0
chr1	45190602	45191391	790	*	26.2452	26.2452	0	not	3	3' UTR	1	45187458	45187574	117	2	ENSG00000199377	-3028	26828	RNU5F-1	RNA, U5F small nuclear 1	3028
chr17	47579081	47580142	1062	*	26.2459	26.2459	0	not	3	5' UTR	17	47572655	47592379	19725	1	ENSG00000064300	6426	4804	NGFR	nerve growth factor receptor	6426
chr19	39590432	39591511	1080	*	26.2465	26.2465	0	not	3	Exon (ENST00000601575/ENSG00000183760, exon 5 of 11)	19	39574553	39602133	27581	1	ENSG00000183760	15879	390928	ACP7	acid phosphatase 7, tartrate resistant (putative)	15879
chr12	132862573	132863532	960	*	26.248	26.248	0	not	3	Exon (ENST00000328957/ENSG00000182870, exon 2 of 11)	12	132853935	132855447	1513	1	ENSG00000256542	8638	NA	NA	NA	8638
chr7	61969865	61971392	1528	*	25.7507	26.2486	0	not	3	Distal Intergenic	7	61821869	61822186	318	1	ENSG00000233918	147996	NA	NA	NA	147996
chr8	143529891	143530642	752	*	26.2138	26.2491	2	overlapTSS	3	Promoter (<=1kb)	8	143530791	143626370	95580	1	ENSG00000181790	-149	575	ADGRB1	adhesion G protein-coupled receptor B1	149
chr1	53128284	53129171	888	*	26.2493	26.2493	0	not	3	Intron (ENST00000440303/ENSG00000182183, intron 3 of 4)	1	53099016	53135355	36340	1	ENSG00000182183	29268	348378	SHISAL2A	shisa like 2A	29268
chr1	212346140	212346911	772	*	26.2503	26.2503	0	not	3	Intron (ENST00000444750/ENSG00000229983, intron 3 of 3)	1	212341549	212363601	22053	1	ENSG00000229983	4591	NA	NA	NA	4591
chr3	112929624	112930475	852	*	26.2512	26.2512	4	overlapTSS	3	Promoter (<=1kb)	3	112929850	113006303	76454	1	ENSG00000144857	0	91653	BOC	BOC cell adhesion associated, oncogene regulated	0
chr10	71661470	71662657	1188	*	26.252	26.252	0	not	3	Exon (ENST00000356340/ENSG00000197467, exon 14 of 39)	10	71618970	71619055	86	2	ENSG00000266082	-42415	NA	NA	NA	42415
chr3	52107157	52107932	776	*	26.2528	26.2528	3	overlapTSS	3	Downstream (1-2kb)	3	52097076	52097567	492	2	ENSG00000256097	-9590	NA	NA	NA	9590
chr19	42494682	42496137	1456	*	26.1211	26.2544	0	not	3	Intron (ENST00000441343/ENSG00000105409, intron 1 of 21)	19	42470734	42501649	30916	2	ENSG00000105409	5512	478	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	5512
chr8	21971789	21972678	890	*	26.2549	26.2549	2	overlapTSS	3	3' UTR	8	21964383	21966932	2550	2	ENSG00000173566	-4857	NA	NA	NA	4857
chr2	42175435	42176398	964	*	26.2552	26.2552	0	not	3	Intron (ENST00000378711/ENSG00000205086, intron 2 of 3)	2	42162508	42181406	18899	2	ENSG00000205086	5008	400950	C2orf91	chromosome 2 open reading frame 91	5008
chr15	90195177	90196064	888	*	26.2553	26.2553	0	not	3	Exon (ENST00000394412/ENSG00000166813, exon 2 of 19)	15	90152020	90198682	46663	2	ENSG00000166813	2618	374654	KIF7	kinesin family member 7	2618
chr10	91403500	91404313	814	*	26.2579	26.2579	2	overlapTSS	3	Promoter (<=1kb)	10	91404360	91404980	621	2	ENSG00000249962	667	NA	NA	NA	667
chr11	69582207	69582964	758	*	26.2581	26.2581	0	not	3	Distal Intergenic	11	69587254	69587718	465	2	ENSG00000268351	4754	NA	NA	NA	4754
chr4	184248713	184249634	922	*	26.2607	26.261	1	overlapTSS	3	Promoter (<=1kb)	4	184250451	184250554	104	1	ENSG00000238596	-817	NA	NA	NA	817
chr15	77923090	77924095	1006	*	26.2611	26.2611	0	not	3	Intron (ENST00000355300/ENSG00000169783, intron 1 of 1)	15	77934106	77943997	9892	1	ENSG00000259666	-10011	253044	LINGO1-AS1	LINGO1 antisense RNA 1	10011
chr5	156984810	156986017	1208	*	26.2616	26.2616	0	not	3	Intron (ENST00000517951/ENSG00000135074, intron 3 of 22)	5	156992972	156996106	3135	1	ENSG00000253519	-6955	NA	NA	NA	6955
chr22	35764055	35764956	902	*	26.2622	26.2622	0	not	3	Distal Intergenic	22	35776354	35790207	13854	1	ENSG00000100292	-11398	3162	HMOX1	heme oxygenase 1	11398
chr20	17513879	17514714	836	*	26.2627	26.2627	0	not	3	Intron (ENST00000377868/ENSG00000125864, intron 1 of 7)	20	17497488	17497952	465	1	ENSG00000232333	16391	NA	NA	NA	16391
chr1	156046346	156047077	732	*	26.2665	26.2665	1	overlapTSS	3	Promoter (<=1kb)	1	156047164	156047245	82	1	ENSG00000222611	-87	NA	NA	NA	87
chr5	172661825	172663100	1276	*	26.267	26.267	2	overlapTSS	3	Promoter (<=1kb)	5	172659112	172662360	3249	2	ENSG00000183072	0	1482	NKX2-5	NK2 homeobox 5	0
chr21	46911354	46912327	974	*	26.2672	26.2672	0	not	3	Intron (ENST00000400337/ENSG00000182871, intron 22 of 41)	21	46913486	46964325	50840	2	ENSG00000173638	51998	6573	SLC19A1	solute carrier family 19 member 1	51998
chr12	53314787	53315914	1128	*	26.2676	26.2676	0	not	3	Intron (ENST00000552551/ENSG00000170421, intron 1 of 8)	12	53342655	53346685	4031	1	ENSG00000111057	-26741	3875	KRT18	keratin 18	26741
chr7	128375353	128376256	904	*	26.2676	26.2676	0	not	3	Distal Intergenic	7	128379346	128411861	32516	1	ENSG00000128595	-3090	813	CALU	calumenin	3090
chr7	142374697	142375760	1064	*	26.2664	26.2677	1	overlapTSS	3	Promoter (<=1kb)	7	142374104	142375550	1447	1	ENSG00000270672	593	100463482	MTRNR2L6	MT-RNR2 like 6	593
chr2	10332521	10333572	1052	*	26.2681	26.2681	1	overlapTSS	3	Promoter (<=1kb)	2	10332740	10332797	58	2	ENSG00000265418	0	100422929	MIR4261	microRNA 4261	0
chr6	3511274	3512467	1194	*	26.2682	26.2682	0	not	3	Distal Intergenic	6	3269196	3457256	188061	2	ENSG00000137266	-54018	63027	SLC22A23	solute carrier family 22 member 23	54018
chr13	99755559	99756336	778	*	26.2686	26.2686	0	not	3	Distal Intergenic	13	99740073	99740879	807	1	ENSG00000260992	15486	NA	NA	NA	15486
chr18	52677836	52678753	918	*	26.2709	26.2709	0	not	3	Distal Intergenic	18	52668527	52668629	103	2	ENSG00000264804	-9207	NA	NA	NA	9207
chr4	172775359	172776380	1022	*	26.2724	26.2724	0	not	3	Intron (ENST00000506823/ENSG00000174473, intron 2 of 12)	4	172733405	173962710	1229306	1	ENSG00000174473	41954	442117	GALNTL6	polypeptide N-acetylgalactosaminyltransferase like 6	41954
chr2	121845879	121846690	812	*	26.2728	26.273	0	not	3	Promoter (<=1kb)	2	121839013	121846302	7290	2	ENSG00000234455	0	NA	NA	NA	0
chr3	13589115	13590320	1206	*	26.2731	26.2731	2	overlapTSS	3	Intron (ENST00000535798/ENSG00000163520, intron 1 of 16)	3	13573824	13679922	106099	1	ENSG00000163520	15291	2199	FBLN2	fibulin 2	15291
chr6	43725853	43726952	1100	*	26.2738	26.2738	0	not	3	Distal Intergenic	6	43737921	43754224	16304	1	ENSG00000112715	-10969	7422	VEGFA	vascular endothelial growth factor A	10969
chr10	6169060	6170171	1112	*	26.2745	26.2745	0	not	3	Distal Intergenic	10	6186881	6277495	90615	1	ENSG00000170525	-16710	5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	16710
chr8	37789670	37790617	948	*	26.2122	26.2752	2	overlapTSS	3	Downstream (1-2kb)	8	37791799	37797647	5849	2	ENSG00000169154	7030	137362	GOT1L1	glutamic-oxaloacetic transaminase 1 like 1	7030
chr19	4577186	4577981	796	*	26.2753	26.2753	0	not	3	Distal Intergenic	19	4542600	4559820	17221	2	ENSG00000167680	-17366	10501	SEMA6B	semaphorin 6B	17366
chr1	30365710	30366639	930	*	26.2755	26.2755	0	not	3	Distal Intergenic	1	30357749	30357852	104	1	ENSG00000222787	7961	NA	NA	NA	7961
chr5	140891224	140892669	1446	*	26.2772	26.2772	6	overlapTSS	3	3' UTR	5	140868808	140892546	23739	1	ENSG00000240764	22416	56097	PCDHGC5	protocadherin gamma subfamily C, 5	22416
chr9	131925646	131926525	880	*	26.2226	26.2785	0	not	3	Distal Intergenic	9	131932713	131933219	507	1	ENSG00000268707	-6188	NA	NA	NA	6188
chr14	99533745	99535232	1488	*	25.8966	26.2786	0	not	3	Distal Intergenic	14	99624753	99626006	1254	1	ENSG00000229402	-89521	NA	NA	NA	89521
chr5	153824934	153825837	904	*	26.2797	26.2797	3	overlapTSS	3	Promoter (<=1kb)	5	153825517	153840614	15098	1	ENSG00000164576	0	79685	SAP30L	SAP30 like	0
chr17	73900676	73901541	866	*	26.2819	26.2819	1	overlapTSS	3	5' UTR	17	73894724	73905899	11176	2	ENSG00000204316	4358	64978	MRPL38	mitochondrial ribosomal protein L38	4358
chr19	46366190	46366821	632	*	26.2825	26.2825	1	overlapTSS	3	Promoter (<=1kb)	19	46318668	46366548	47881	2	ENSG00000125755	0	8189	SYMPK	symplekin	0
chr3	42064686	42065585	900	*	26.283	26.283	0	not	3	Intron (ENST00000487159/ENSG00000182606, intron 1 of 16)	3	42055294	42267381	212088	1	ENSG00000182606	9392	22906	TRAK1	trafficking kinesin protein 1	9392
chr18	51795641	51796582	942	*	26.2856	26.2856	4	overlapTSS	3	Promoter (<=1kb)	18	51795774	51847636	51863	1	ENSG00000101751	0	11201	POLI	DNA polymerase iota	0
chr13	114992134	114992805	672	*	26.2902	26.2902	0	not	3	Distal Intergenic	13	115000362	115038198	37837	1	ENSG00000130177	-7557	8881	CDC16	cell division cycle 16	7557
chrX	40117774	40118793	1020	*	26.2902	26.2902	0	not	3	Distal Intergenic	23	40122170	40146973	24804	1	ENSG00000236393	-3377	101927476	LOC101927476	uncharacterized LOC101927476	3377
chr11	3244903	3245862	960	*	26.29	26.2903	2	overlapTSS	3	Promoter (1-2kb)	11	3247291	3254068	6778	1	ENSG00000224513	-1429	NA	NA	NA	1429
chr2	239468548	239469357	810	*	26.2908	26.2908	0	not	3	Distal Intergenic	2	239419331	239463695	44365	2	ENSG00000225493	-4853	151171	LINC01107	long intergenic non-protein coding RNA 1107	4853
chr22	37582079	37583098	1020	*	26.2926	26.2926	0	not	3	Exon (ENST00000470655/ENSG00000133466, exon 5 of 9)	22	37521878	37571094	49217	2	ENSG00000100385	-10985	3560	IL2RB	interleukin 2 receptor subunit beta	10985
